g_3_Ek714vug,59-58
g_3_Ek714vug,61-58
g_3_Ek714vug,63-58
g_3_Ek714vug,63-61
g_3_Ek714vug,65-61
g_3_Ek714vug,65-62
g_3_Ek714vug,65-63
g_3_Ek714vug,67-63
g_3_Ek714vug,67-65
g_3_Ek714vug,67-66
g_3_Ek714vug,67-67
g_3_Ek714vug,67-68
g_3_Ek714vug,67-69
g_3_Ek714vug,67-70
g_3_Ek714vug,67-71
g_3_Ek714vug,68-71
g_3_Ek714vug,68-73
g_3_Ek714vug,69-73
g_3_Ek714vug,70-73
g_3_Ek714vug,70-76
g_3_Ek714vug,71-76
g_3_Ek714vug,72-76
g_3_Ek714vug,72-78
g_3_Ek714vug,72-79
g_3_Ek714vug,72-80
g_3_Ek714vug,74-80
g_3_Ek714vug,74-82
g_3_Ek714vug,75-82