Name,TEAM,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS
Badio B.,MAN,20,1,2,23:01,8,18,6,15,2,3,2,2,8,-,1,2,-,3,-,2,-
Poirier V.,REA,19,9,2,22:47,7,9,7,9,-,-,5,6,-8,5,4,1,-,1,4,1,-
Robinson D.,MAN,16,5,2,26:25,5,10,5,7,-,3,6,6,1,-,5,2,2,-,1,-,-
Deck G.,REA,12,4,1,27:07,3,7,2,5,1,2,5,6,-10,-,4,2,-,1,1,1,-
Yabusele G.,REA,12,7,-,33:37,2,6,1,3,1,3,7,8,-,3,4,2,1,2,1,-,-
Geben M.,MAN,10,2,1,11:59,2,4,-,-,2,4,4,4,-7,-,2,-,-,1,-,-,-
Garcia D.,MAN,9,2,5,22:06,3,5,1,3,2,2,1,2,15,1,1,3,1,2,-,1,-
Vaulet J.,MAN,9,5,-,21:47,4,7,4,5,-,2,1,1,3,1,4,4,-,-,-,-,-
Musa D.,REA,8,2,1,18:53,3,11,2,7,1,4,1,2,-3,-,2,3,1,1,-,1,-
Campazzo F.,REA,6,7,2,22:15,1,5,1,2,-,3,4,6,-6,1,6,3,1,3,-,-,-
Llull S.,REA,6,2,2,17:22,3,11,3,5,-,6,-,-,-6,-,2,3,-,2,-,-,-
Oriola P.,MAN,6,10,-,13:13,2,6,1,3,1,3,1,2,4,1,9,4,-,1,-,-,-
Rodriguez S.,REA,6,1,6,14:18,2,4,2,3,-,1,2,2,1,1,-,1,-,-,-,-,-
Steinbergs M.,MAN,5,4,-,19:06,2,5,1,1,1,4,-,-,20,1,3,-,-,-,1,-,-
Sagnia M.,MAN,4,3,-,16:04,2,4,2,4,-,-,-,-,3,-,3,3,1,-,2,1,-
Tavares E.,REA,3,4,2,17:12,1,2,1,2,-,-,1,5,-3,2,2,1,-,-,-,1,-
Perez D.,MAN,2,4,4,17:54,1,4,1,3,-,1,-,-,-4,-,4,1,-,1,-,-,-
Williams T.,MAN,2,4,1,16:59,1,6,1,2,-,4,-,2,3,2,2,2,1,1,-,-,-
Abalde A.,REA,-,2,2,13:11,-,5,-,2,-,3,-,-,-3,-,2,1,2,1,-,-,-
Causeur F.,REA,-,1,-,06:08,-,2,-,-,-,2,-,-,-11,-,1,2,-,1,-,1,-
Fernandez R.,REA,-,1,1,07:06,-,1,-,-,-,1,-,-,-6,-,1,-,-,-,-,-,-
Jou Coll G.,MAN,-,-,-,02:09,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-
Mawugbe S.,MAN,-,1,-,09:17,-,1,-,1,-,-,-,2,4,1,-,5,-,2,2,1,-