g_3_zL1xNqik,2-0
g_3_zL1xNqik,2-2
g_3_zL1xNqik,2-5
g_3_zL1xNqik,3-5
g_3_zL1xNqik,4-5
g_3_zL1xNqik,4-8
g_3_zL1xNqik,4-10
g_3_zL1xNqik,4-11
g_3_zL1xNqik,7-11
g_3_zL1xNqik,10-11
g_3_zL1xNqik,10-14
g_3_zL1xNqik,10-16
g_3_zL1xNqik,10-17
g_3_zL1xNqik,12-17
g_3_zL1xNqik,12-19
g_3_zL1xNqik,15-19
g_3_zL1xNqik,15-20
g_3_zL1xNqik,15-21
g_3_zL1xNqik,15-24
g_3_zL1xNqik,15-25
g_3_zL1xNqik,15-26
g_3_zL1xNqik,18-26
g_3_zL1xNqik,18-27
g_3_zL1xNqik,20-27
g_3_zL1xNqik,20-29
g_3_zL1xNqik,20-31
g_3_zL1xNqik,20-34
g_3_zL1xNqik,22-34
g_3_zL1xNqik,23-34
g_3_zL1xNqik,23-37
g_3_zL1xNqik,26-37